library,dependency,type
com.ahome-it:ahome-tooling-server-core:1.1.9-RELEASE,org.seleniumhq.selenium:selenium-support:2.53.1,Compile
com.ahome-it:ahome-tooling-server-core:1.1.9-RELEASE,org.slf4j:jul-to-slf4j:1.7.21,Compile
com.ahome-it:ahome-tooling-server-core:1.1.9-RELEASE,org.springframework.security:spring-security-aspects:4.1.2.RELEASE,Compile
com.ahome-it:ahome-tooling-server-core:1.1.9-RELEASE,org.springframework.integration:spring-integration-event:4.3.1.RELEASE,Compile
com.ahome-it:ahome-tooling-server-core:1.1.9-RELEASE,org.springframework.integration:spring-integration-file:4.3.1.RELEASE,Compile
com.ahome-it:ahome-tooling-server-core:1.1.9-RELEASE,commons-logging:commons-logging:1.2,Compile
com.ahome-it:ahome-tooling-server-core:1.1.9-RELEASE,org.springframework:spring-oxm:4.3.1.RELEASE,Compile
com.ahome-it:ahome-tooling-server-core:1.1.9-RELEASE,cglib:cglib-nodep:3.1,Compile
com.ahome-it:ahome-tooling-server-core:1.1.9-RELEASE,org.springframework.security:spring-security-acl:4.1.2.RELEASE,Compile
com.ahome-it:ahome-tooling-server-core:1.1.9-RELEASE,log4j:log4j:1.2.17,Compile
com.ahome-it:ahome-tooling-server-core:1.1.9-RELEASE,org.springframework.session:spring-session:1.2.1.RELEASE,Compile
com.ahome-it:ahome-tooling-server-core:1.1.9-RELEASE,org.springframework.integration:spring-integration-java-dsl:1.1.3.RELEASE,Compile
com.ahome-it:ahome-tooling-server-core:1.1.9-RELEASE,info.cukes:cucumber-junit:1.2.4,Compile
com.ahome-it:ahome-tooling-server-core:1.1.9-RELEASE,org.springframework:spring-orm:4.3.1.RELEASE,Compile
com.ahome-it:ahome-tooling-server-core:1.1.9-RELEASE,org.springframework:spring-context-support:4.3.1.RELEASE,Compile
com.ahome-it:ahome-tooling-server-core:1.1.9-RELEASE,org.springframework.statemachine:spring-statemachine-core:1.1.0.RELEASE,Compile
com.ahome-it:ahome-tooling-server-core:1.1.9-RELEASE,org.springframework.security:spring-security-web:4.1.2.RELEASE,Compile
com.ahome-it:ahome-tooling-server-core:1.1.9-RELEASE,org.springframework:spring-jms:4.3.1.RELEASE,Compile
com.ahome-it:ahome-tooling-server-core:1.1.9-RELEASE,org.ow2.asm:asm:5.0.4,Compile
com.ahome-it:ahome-tooling-server-core:1.1.9-RELEASE,com.fasterxml.jackson.core:jackson-databind:2.8.1,Compile
com.ahome-it:ahome-tooling-server-core:1.1.9-RELEASE,org.springframework:spring-expression:4.3.1.RELEASE,Compile
com.ahome-it:ahome-tooling-server-core:1.1.9-RELEASE,org.spockframework:spock-core:1.0-groovy-2.4,Compile
com.ahome-it:ahome-tooling-server-core:1.1.9-RELEASE,org.codehaus.gpars:gpars:1.2.1,Compile
com.ahome-it:ahome-tooling-server-core:1.1.9-RELEASE,org.fusesource.jansi:jansi:1.11,Compile
com.ahome-it:ahome-tooling-server-core:1.1.9-RELEASE,javax.websocket:javax.websocket-api:1.1,Compile
com.ahome-it:ahome-tooling-server-core:1.1.9-RELEASE,com.fasterxml.jackson.core:jackson-core:2.8.1,Compile
com.ahome-it:ahome-tooling-server-core:1.1.9-RELEASE,commons-collections:commons-collections:3.2.2,Compile
com.ahome-it:ahome-tooling-server-core:1.1.9-RELEASE,info.cukes:cucumber-java:1.2.4,Compile
com.ahome-it:ahome-tooling-server-core:1.1.9-RELEASE,com.ahome-it:ahome-tooling-common:1.0.150-RELEASE,Compile
com.ahome-it:ahome-tooling-server-core:1.1.9-RELEASE,org.gebish:geb-core:0.13.1,Compile
com.ahome-it:ahome-tooling-server-core:1.1.9-RELEASE,org.springframework:spring-webmvc:4.3.1.RELEASE,Compile
com.ahome-it:ahome-tooling-server-core:1.1.9-RELEASE,org.springframework.amqp:spring-rabbit:1.6.1.RELEASE,Compile
com.ahome-it:ahome-tooling-server-core:1.1.9-RELEASE,org.springframework.security:spring-security-crypto:4.1.2.RELEASE,Compile
com.ahome-it:ahome-tooling-server-core:1.1.9-RELEASE,org.springframework:spring-messaging:4.3.1.RELEASE,Compile
com.ahome-it:ahome-tooling-server-core:1.1.9-RELEASE,javax.jms:jms-api:1.1-rev-1,Compile
com.ahome-it:ahome-tooling-server-core:1.1.9-RELEASE,org.springframework.integration:spring-integration-sftp:4.3.1.RELEASE,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,org.apache.xmlgraphics:batik-gvt:1.7,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,org.apache.xmlgraphics:batik-awt-util:1.7,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,org.apache.xmlgraphics:batik-xml:1.7,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,org.apache.xmlgraphics:batik-script:1.7,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,org.apache.xmlgraphics:batik-bridge:1.7,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,org.apache.maven:maven-settings:2.0.4,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,xml-apis:xml-apis-ext:1.3.04,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,org.apache.xmlgraphics:batik-util:1.7,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,org.apache.xmlgraphics:batik-parser:1.7,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,org.apache.xmlgraphics:batik-js:1.7,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,org.codehaus.plexus:plexus-container-default:1.0-alpha-9,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,org.apache.xmlgraphics:batik-css:1.7,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,org.apache.maven:maven-model:2.0.4,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,org.apache.maven:maven-artifact-manager:2.0.4,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,org.apache.maven:maven-repository-metadata:2.0.4,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,org.apache.maven.wagon:wagon-provider-api:1.0-alpha-6,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,org.codehaus.plexus:plexus-utils:1.1,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,org.apache.maven:maven-artifact:2.0.4,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,org.apache.xmlgraphics:batik-transcoder:1.7,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,junit:junit:3.8.1,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,classworlds:classworlds:1.1-alpha-2,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,commons-el:commons-el:1.0,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,javax.servlet.jsp:jsp-api:2.0,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,jaxen:jaxen:1.0-FCS,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,org.apache.xmlgraphics:batik-dom:1.7,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,saxpath:saxpath:1.0-FCS,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,saxon:saxon:6.5.3,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,xml-resolver:xml-resolver:1.1,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,plexus:plexus-utils:1.0.1,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,org.codehaus.plexus:plexus-archiver:1.0-alpha-5,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,org.apache.maven.plugins:maven-antrun-plugin:1.1,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,ant:ant-launcher:1.6.5,Runtime
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,ant:ant:1.6.5,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,net.sf.xslthl:xslthl:2.0.2,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,org.apache.xmlgraphics:fop:1.0,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,org.apache.xmlgraphics:xmlgraphics-commons:1.4,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,org.apache.xmlgraphics:batik-svg-dom:1.7,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,org.apache.xmlgraphics:batik-anim:1.7,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,xom:xom:1.1,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,org.apache.xmlgraphics:batik-svggen:1.7,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,org.apache.maven:maven-project:2.0.4,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,org.apache.maven:maven-profile:2.0.4,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,antlr:stringtemplate:2.2,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,org.apache.xmlgraphics:batik-extension:1.7,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,org.apache.xmlgraphics:batik-ext:1.7,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,org.apache.avalon.framework:avalon-framework-impl:4.3.1,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,xalan:xalan:2.7.0,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,org.apache.maven:maven-plugin-api:2.0,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,xml-apis:xml-apis:1.3.03,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,commons-logging:commons-logging:1.0.4,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,commons-io:commons-io:1.3.1,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,xerces:xmlParserAPIs:2.6.2,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,org.apache.lucene:lucene-core:3.0.0,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,antlr:antlr:2.7.2,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,xerces:xercesImpl:2.8.0,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,org.apache.avalon.framework:avalon-framework-api:4.3.1,Compile
com.alibaba.citrus.tool:docbook-maven-plugin:1.1,org.apache.lucene:lucene-analyzers:3.0.0,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:hessian-lite:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-remoting-netty4:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-serialization-kryo:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-serialization-jdk:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-remoting-netty:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-serialization-fst:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-rpc-redis:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-rpc-memcached:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-rpc-thrift:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-rpc-webservice:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-rpc-http:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-rpc-hessian:2.6.2,Compile
com.alibaba:dubbo:2.6.2,org.jboss.netty:netty:3.2.5.Final,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-rpc-rmi:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-rpc-injvm:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-rpc-dubbo:2.6.2,Compile
com.alibaba:dubbo:2.6.2,org.javassist:javassist:3.20.0-GA,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-serialization-hessian2:2.6.2,Compile
com.alibaba:dubbo:2.6.2,org.springframework:spring-context:4.3.16.RELEASE,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-common:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-config-api:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-config-spring:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-rpc-api:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-filter-cache:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-filter-validation:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-remoting-api:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-remoting-http:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-remoting-p2p:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-remoting-grizzly:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-remoting-mina:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-cluster:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-registry-api:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-rpc-rest:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-registry-multicast:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-registry-zookeeper:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-registry-redis:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-monitor-api:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-monitor-default:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-container-spring:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-serialization-fastjson:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-container-log4j:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-container-logback:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-qos:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-serialization-api:2.6.2,Compile
com.alibaba:dubbo:2.6.2,com.alibaba:dubbo-registry-default:2.6.2,Compile
com.aliyun.hbase:alihbase-rest:1.1.3,org.codehaus.jackson:jackson-jaxrs:1.9.13,Compile
com.aliyun.hbase:alihbase-rest:1.1.3,log4j:log4j:1.2.17,Compile
com.aliyun.hbase:alihbase-rest:1.1.3,org.codehaus.jackson:jackson-core-asl:1.9.13,Compile
com.aliyun.hbase:alihbase-rest:1.1.3,com.aliyun.hbase:alihbase-common:1.1.3,Compile
com.aliyun.hbase:alihbase-rest:1.1.3,org.mortbay.jetty:jetty-sslengine:6.1.26,Compile
com.aliyun.hbase:alihbase-rest:1.1.3,commons-httpclient:commons-httpclient:3.1,Compile
com.aliyun.hbase:alihbase-rest:1.1.3,javax.xml.bind:jaxb-api:2.2.2,Compile
com.aliyun.hbase:alihbase-rest:1.1.3,org.mortbay.jetty:jsp-api-2.1:6.1.14,Compile
com.aliyun.hbase:alihbase-rest:1.1.3,org.mortbay.jetty:servlet-api-2.5:6.1.14,Compile
com.aliyun.hbase:alihbase-rest:1.1.3,org.apache.hadoop:hadoop-common:2.5.1,Compile
com.aliyun.hbase:alihbase-rest:1.1.3,org.apache.hadoop:hadoop-auth:2.5.1,Compile
com.aliyun.hbase:alihbase-rest:1.1.3,com.github.stephenc.findbugs:findbugs-annotations:1.3.9-1,Compile
com.aliyun.hbase:alihbase-rest:1.1.3,org.mortbay.jetty:jetty:6.1.26,Compile
com.aliyun.hbase:alihbase-rest:1.1.3,tomcat:jasper-runtime:5.5.23,Runtime
com.aliyun.hbase:alihbase-rest:1.1.3,com.aliyun.hbase:alihbase-annotations:1.1.3,Compile
com.aliyun.hbase:alihbase-rest:1.1.3,com.aliyun.hbase:alihbase-client:1.1.3,Compile
com.aliyun.hbase:alihbase-rest:1.1.3,com.aliyun.hbase:alihbase-server:1.1.3,Compile
com.aliyun.hbase:alihbase-rest:1.1.3,com.aliyun.hbase:alihbase-hadoop-compat:1.1.3,Compile
com.aliyun.hbase:alihbase-rest:1.1.3,com.aliyun.hbase:alihbase-hadoop2-compat:1.1.3,Compile
com.aliyun.hbase:alihbase-rest:1.1.3,org.mortbay.jetty:jsp-2.1:6.1.14,Compile
com.aliyun.hbase:alihbase-rest:1.1.3,tomcat:jasper-compiler:5.5.23,Compile
com.aliyun.hbase:alihbase-rest:1.1.3,commons-logging:commons-logging:1.2,Compile
com.aliyun.hbase:alihbase-rest:1.1.3,com.google.guava:guava:12.0.1,Compile
com.aliyun.hbase:alihbase-rest:1.1.3,com.google.protobuf:protobuf-java:2.5.0,Compile
com.aliyun.hbase:alihbase-rest:1.1.3,com.sun.jersey:jersey-core:1.9,Compile
com.aliyun.hbase:alihbase-rest:1.1.3,com.sun.jersey:jersey-json:1.9,Compile
com.aliyun.hbase:alihbase-rest:1.1.3,com.sun.jersey:jersey-server:1.9,Compile
com.aliyun.hbase:alihbase-rest:1.1.3,commons-cli:commons-cli:1.2,Compile
com.aliyun.hbase:alihbase-rest:1.1.3,junit:junit:4.12,Compile
com.aliyun.hbase:alihbase-rest:1.1.3,commons-lang:commons-lang:2.6,Compile
com.aliyun.hbase:alihbase-rest:1.1.3,org.mortbay.jetty:jetty-util:6.1.26,Compile
com.aliyun.hbase:alihbase-server:1.1.3,org.apache.htrace:htrace-core:3.1.0-incubating,Compile
com.aliyun.hbase:alihbase-server:1.1.3,org.apache.hadoop:hadoop-mapreduce-client-core:2.5.1,Compile
com.aliyun.hbase:alihbase-server:1.1.3,org.apache.hadoop:hadoop-client:2.5.1,Compile
com.aliyun.hbase:alihbase-server:1.1.3,com.aliyun.hbase:alihbase-common:1.1.3,Compile
com.aliyun.hbase:alihbase-server:1.1.3,com.aliyun.hbase:alihbase-procedure:1.1.3,Compile
com.aliyun.hbase:alihbase-server:1.1.3,com.aliyun.hbase:alihbase-client:1.1.3,Compile
com.aliyun.hbase:alihbase-server:1.1.3,org.jamon:jamon-runtime:2.3.1,Compile
com.aliyun.hbase:alihbase-server:1.1.3,io.netty:netty-all:4.0.23.Final,Compile
com.aliyun.hbase:alihbase-server:1.1.3,net.spy:spymemcached:2.11.6,Compile
com.aliyun.hbase:alihbase-server:1.1.3,com.aliyun.hbase:alihbase-prefix-tree:1.1.3,Runtime
com.aliyun.hbase:alihbase-server:1.1.3,org.apache.hadoop:hadoop-auth:2.5.1,Compile
com.aliyun.hbase:alihbase-server:1.1.3,org.apache.hadoop:hadoop-common:2.5.1,Compile
com.aliyun.hbase:alihbase-server:1.1.3,com.lmax:disruptor:3.3.0,Compile
com.aliyun.hbase:alihbase-server:1.1.3,com.aliyun.hbase:alihbase-protocol:1.1.3,Compile
com.aliyun.hbase:alihbase-server:1.1.3,commons-codec:commons-codec:1.9,Compile
com.aliyun.hbase:alihbase-server:1.1.3,tomcat:jasper-runtime:5.5.23,Runtime
com.aliyun.hbase:alihbase-server:1.1.3,commons-httpclient:commons-httpclient:3.1,Compile
com.aliyun.hbase:alihbase-server:1.1.3,com.aliyun.hbase:alihbase-hadoop-compat:1.1.3,Compile
com.aliyun.hbase:alihbase-server:1.1.3,com.aliyun.hbase:alihbase-hadoop2-compat:1.1.3,Compile
com.aliyun.hbase:alihbase-server:1.1.3,com.github.stephenc.findbugs:findbugs-annotations:1.3.9-1,Compile
com.aliyun.hbase:alihbase-server:1.1.3,com.yammer.metrics:metrics-core:2.2.0,Compile
com.aliyun.hbase:alihbase-server:1.1.3,com.google.guava:guava:12.0.1,Compile
com.aliyun.hbase:alihbase-server:1.1.3,com.google.protobuf:protobuf-java:2.5.0,Compile
com.aliyun.hbase:alihbase-server:1.1.3,com.sun.jersey:jersey-core:1.9,Compile
com.aliyun.hbase:alihbase-server:1.1.3,com.sun.jersey:jersey-server:1.9,Compile
com.aliyun.hbase:alihbase-server:1.1.3,commons-cli:commons-cli:1.2,Compile
com.aliyun.hbase:alihbase-server:1.1.3,commons-io:commons-io:2.4,Compile
com.aliyun.hbase:alihbase-server:1.1.3,commons-lang:commons-lang:2.6,Compile
com.aliyun.hbase:alihbase-server:1.1.3,commons-logging:commons-logging:1.2,Compile
com.aliyun.hbase:alihbase-server:1.1.3,org.apache.commons:commons-math:2.2,Compile
com.aliyun.hbase:alihbase-server:1.1.3,log4j:log4j:1.2.17,Compile
com.aliyun.hbase:alihbase-server:1.1.3,org.apache.zookeeper:zookeeper:3.4.6,Compile
com.aliyun.hbase:alihbase-server:1.1.3,org.mortbay.jetty:jetty:6.1.26,Compile
com.aliyun.hbase:alihbase-server:1.1.3,org.mortbay.jetty:jetty-util:6.1.26,Compile
com.aliyun.hbase:alihbase-server:1.1.3,org.mortbay.jetty:jetty-sslengine:6.1.26,Compile
com.aliyun.hbase:alihbase-server:1.1.3,org.mortbay.jetty:jsp-2.1:6.1.14,Compile
com.aliyun.hbase:alihbase-server:1.1.3,org.mortbay.jetty:jsp-api-2.1:6.1.14,Compile
com.aliyun.hbase:alihbase-server:1.1.3,org.mortbay.jetty:servlet-api-2.5:6.1.14,Compile
com.aliyun.hbase:alihbase-server:1.1.3,org.codehaus.jackson:jackson-core-asl:1.9.13,Compile
com.aliyun.hbase:alihbase-server:1.1.3,org.codehaus.jackson:jackson-mapper-asl:1.9.13,Compile
com.aliyun.hbase:alihbase-server:1.1.3,org.codehaus.jackson:jackson-jaxrs:1.9.13,Compile
com.aliyun.hbase:alihbase-server:1.1.3,tomcat:jasper-compiler:5.5.23,Compile
com.aliyun.hbase:alihbase-server:1.1.3,org.apache.hadoop:hadoop-hdfs:2.5.1,Compile
com.aliyun.hbase:alihbase-server:1.1.3,commons-collections:commons-collections:3.2.2,Compile
com.aliyun.hbase:alihbase-server:1.1.3,com.aliyun.hbase:alihbase-resource-bundle:1.1.3,Compile
com.aliyun.hbase:alihbase-server:1.1.3,junit:junit:4.12,Compile
com.aliyun.hbase:alihbase-server:2.0.0,org.eclipse.jetty:jetty-webapp:9.3.19.v20170502,Compile
com.aliyun.hbase:alihbase-server:2.0.0,org.eclipse.jetty:jetty-servlet:9.3.19.v20170502,Compile
com.aliyun.hbase:alihbase-server:2.0.0,org.apache.hadoop:hadoop-common:2.7.4,Compile
com.aliyun.hbase:alihbase-server:2.0.0,org.codehaus.jettison:jettison:1.3.8,Compile
com.aliyun.hbase:alihbase-server:2.0.0,com.aliyun.hbase:alihbase-metrics-api:2.0.0,Compile
com.aliyun.hbase:alihbase-server:2.0.0,com.aliyun.hbase:alihbase-metrics:2.0.0,Compile
com.aliyun.hbase:alihbase-server:2.0.0,com.lmax:disruptor:3.3.6,Compile
com.aliyun.hbase:alihbase-server:2.0.0,org.apache.htrace:htrace-core:3.2.0-incubating,Compile
com.aliyun.hbase:alihbase-server:2.0.0,org.apache.htrace:htrace-core4:4.2.0-incubating,Compile
com.aliyun.hbase:alihbase-server:2.0.0,javax.ws.rs:javax.ws.rs-api:2.0.1,Compile
com.aliyun.hbase:alihbase-server:2.0.0,javax.servlet:javax.servlet-api:3.1.0,Compile
com.aliyun.hbase:alihbase-server:2.0.0,org.jamon:jamon-runtime:2.4.1,Compile
com.aliyun.hbase:alihbase-server:2.0.0,org.apache.zookeeper:zookeeper:3.4.10,Compile
com.aliyun.hbase:alihbase-server:2.0.0,log4j:log4j:1.2.17,Compile
com.aliyun.hbase:alihbase-server:2.0.0,org.apache.commons:commons-crypto:1.0.0,Compile
com.aliyun.hbase:alihbase-server:2.0.0,org.apache.hadoop:hadoop-distcp:2.7.4,Compile
com.aliyun.hbase:alihbase-server:2.0.0,org.slf4j:slf4j-log4j12:1.7.25,Compile
com.aliyun.hbase:alihbase-server:2.0.0,org.apache.commons:commons-math3:3.6.1,Compile
com.aliyun.hbase:alihbase-server:2.0.0,org.slf4j:slf4j-api:1.7.25,Compile
com.aliyun.hbase:alihbase-server:2.0.0,org.apache.commons:commons-lang3:3.6,Compile
com.aliyun.hbase:alihbase-server:2.0.0,commons-io:commons-io:2.5,Compile
com.aliyun.hbase:alihbase-server:2.0.0,com.google.protobuf:protobuf-java:2.5.0,Compile
com.aliyun.hbase:alihbase-server:2.0.0,io.dropwizard.metrics:metrics-core:3.2.1,Compile
com.aliyun.hbase:alihbase-server:2.0.0,com.github.stephenc.findbugs:findbugs-annotations:1.3.9-1,Compile
com.aliyun.hbase:alihbase-server:2.0.0,com.aliyun.hbase:alihbase-resource-bundle:2.0.0,Compile
com.aliyun.hbase:alihbase-server:2.0.0,org.glassfish.web:javax.servlet.jsp:2.3.2,Compile
com.aliyun.hbase:alihbase-server:2.0.0,com.aliyun.hbase:alihbase-client:2.0.0,Compile
com.aliyun.hbase:alihbase-server:2.0.0,com.aliyun.hbase:alihbase-zookeeper:2.0.0,Compile
com.aliyun.hbase:alihbase-server:2.0.0,com.aliyun.hbase:alihbase-procedure:2.0.0,Compile
com.aliyun.hbase:alihbase-server:2.0.0,org.eclipse.jetty:jetty-server:9.3.19.v20170502,Compile
com.aliyun.hbase:alihbase-server:2.0.0,org.apache.hadoop:hadoop-mapreduce-client-core:2.7.4,Compile
com.aliyun.hbase:alihbase-server:2.0.0,org.apache.hadoop:hadoop-hdfs:2.7.4,Compile
com.aliyun.hbase:alihbase-server:2.0.0,org.apache.yetus:audience-annotations:0.5.0,Compile
com.aliyun.hbase:alihbase-server:2.0.0,commons-codec:commons-codec:1.10,Compile
com.aliyun.hbase:alihbase-server:2.0.0,com.aliyun.hbase:alihbase-hadoop-compat:2.0.0,Compile
com.aliyun.hbase:alihbase-server:2.0.0,com.aliyun.hbase:alihbase-hadoop2-compat:2.0.0,Compile
com.aliyun.hbase:alihbase-server:2.0.0,com.aliyun.hbase:alihbase-replication:2.0.0,Compile
com.aliyun.hbase:alihbase-server:2.0.0,com.aliyun.hbase:alihbase-common:2.0.0,Compile
com.aliyun.hbase:alihbase-server:2.0.0,org.apache.hbase.thirdparty:hbase-shaded-miscellaneous:2.1.0,Compile
com.aliyun.hbase:alihbase-server:2.0.0,org.apache.hbase.thirdparty:hbase-shaded-protobuf:2.1.0,Compile
com.aliyun.hbase:alihbase-server:2.0.0,org.apache.hadoop:hadoop-client:2.7.4,Compile
com.aliyun.hbase:alihbase-server:2.0.0,org.apache.hadoop:hadoop-annotations:2.7.4,Compile
com.aliyun.hbase:alihbase-server:2.0.0,org.apache.hadoop:hadoop-auth:2.7.4,Compile
com.aliyun.hbase:alihbase-server:2.0.0,com.aliyun.hbase:alihbase-http:2.0.0,Compile
com.aliyun.hbase:alihbase-server:2.0.0,com.aliyun.hbase:alihbase-protocol:2.0.0,Compile
com.aliyun.hbase:alihbase-server:2.0.0,com.aliyun.hbase:alihbase-protocol-shaded:2.0.0,Compile
com.aliyun.hbase:alihbase-server:2.0.0,org.apache.hbase.thirdparty:hbase-shaded-netty:2.1.0,Compile
com.aliyun.phoenix:ali-phoenix-core:4.11.0-AliHBase-1.1,org.jruby.joni:joni:2.1.2,Compile
com.aliyun.phoenix:ali-phoenix-core:4.11.0-AliHBase-1.1,org.apache.hadoop:hadoop-mapreduce-client-core:2.7.1,Compile
com.aliyun.phoenix:ali-phoenix-core:4.11.0-AliHBase-1.1,org.apache.htrace:htrace-core:3.1.0-incubating,Compile
com.aliyun.phoenix:ali-phoenix-core:4.11.0-AliHBase-1.1,com.google.code.findbugs:jsr305:2.0.1,Compile
